Gene,Protein,category_PDL_Time18,category_PDL_Time25,category_PDL_Time32,category_PDL_Time33,category_PDL_Time37,category_PDL_Time46,category_PDL_Time50,category_PDLPval_Time,category_PDLlocalFDR_Time,category_PDLPval_Category,category_PDLlocalFDR_Category,category_hTERT_Time18,category_hTERT_Time25,category_hTERT_Time32,category_hTERT_Time33,category_hTERT_Time37,category_hTERT_Time46,category_hTERT_Time50,category_hTERTPval_Time,category_hTERTlocalFDR_Time,category_hTERTPval_Category,category_hTERTlocalFDR_Category
PIGBOS1,sp|A0A0B4J2F0|PIOS1-HUMAN,0.035038,0.00386818,-0.0273016,-0.0317544,-0.0495657,-0.0896411,-0.107452,0.67548912942363,0.723676689022342,0.0709557400134722,0.0899234302727085,-0.135788,0.0155123,0.166813,0.188427,0.274885,0.469414,0.555871,0.0489761604838689,0.247186193662701,,
TMEM120B,sp|A0PK00|T120B-HUMAN,-0.0950191,0.106234,0.307486,0.336237,0.451238,0.709991,0.824993,0.00000683986698863789,0.0000229681039702221,0.0000000718216459593961,0.000000229714671311686,-0.392525,-0.31494,-0.237355,-0.226272,-0.181938,-0.0821859,-0.0378517,0.0521690839002919,0.255606335092769,,
DCTN6,sp|O00399|DCTN6-HUMAN,-0.0167838,0.0993342,0.215452,0.232041,0.298394,0.447688,0.514042,0.00000399180230846614,0.0000141898261705344,0.000000000381243158262876,0.00000000187091174153378,-0.19892,-0.176293,-0.153666,-0.150434,-0.137504,-0.108412,-0.0954819,0.29691537303548,0.620978543375279,,
IDE,sp|P14735|IDE-HUMAN,-0.182673,-0.107669,-0.0326645,-0.0219497,0.0209098,0.117343,0.160203,0.000000000222705896454734,0.00000000285218204334598,0.0000000000126240842645566,0.0000000000876556332857503,0.12629,0.145752,0.165213,0.167993,0.179114,0.204136,0.215257,0.0294987380324621,0.187333239254362,,
MMP9,sp|P14780|MMP9-HUMAN,-0.361337,-0.638862,-0.916386,-0.956033,-1.11462,-1.47144,-1.63002,0.0000384827896794436,0.000111238182957414,0.00000000000268366525940739,0.0000000000222536666879457,0.659712,0.547541,0.43537,0.419346,0.355248,0.211029,0.146931,0.0664226396416293,0.291936682619382,,
COX6B1,sp|P14854|CX6B1-HUMAN,-0.199363,-0.0592803,0.0808026,0.100814,0.180862,0.360968,0.441016,0.000082770715993764,0.000222191782293595,0.00618426947993243,0.00938067920290457,-0.049842,-0.0322064,-0.0145709,-0.0120515,-0.00197404,0.0207003,0.0307777,0.58041261516596,0.834273980965501,,
POU2F1,sp|P14859-6|PO2F1-HUMAN,0.0968781,-0.0850312,-0.266941,-0.292928,-0.396876,-0.630759,-0.734707,0.404694068721137,0.469926206734366,0.393301749086814,0.431793716910289,1.05472,0.753874,0.453034,0.410056,0.238147,,,0.427863648681709,0.732969572231521,,
HNRNPL,sp|P14866|HNRPL-HUMAN,0.21617,0.0102455,-0.195679,-0.225097,-0.342768,-0.607528,-0.725199,0.000000000994743587638193,0.00000000972696778537835,0.0000000000188448192250836,0.000000000125645754211494,0.236986,0.224796,0.212605,0.210863,0.203897,0.188224,0.181257,0.629712492734839,0.858542307959872,,
DARS,sp|P14868|SYDC-HUMAN,0.176848,0.181743,0.186638,0.187337,0.190134,0.196428,0.199225,0.728289716670918,0.771194244077003,0.000000000334315367778287,0.00000000165737742273311,0.0316119,-0.0165973,-0.0648066,-0.0716937,-0.0992418,-0.161225,-0.188773,0.00154995369329708,0.031757729050096,,
UQCRB,sp|P14927|QCR7-HUMAN,-0.10359,-0.00750903,0.0885717,0.102297,0.157201,0.280733,0.335636,0.000828668002887719,0.00181499944290443,0.0601568291265109,0.0773001841381769,0.130723,0.13558,0.140437,0.141131,0.143906,0.15015,0.152926,0.855024709288997,0.954227241285873,,
ETS2,sp|P15036|ETS2-HUMAN,0.276969,0.196133,0.115298,0.10375,0.0575581,-0.0463734,-0.0925652,0.236554177354767,0.295164556074196,0.399121808610214,0.43776640861125,0.0218504,-0.0458745,-0.1136,-0.123275,-0.161974,,,0.443520727545125,0.747524150739096,,
BRAF,sp|P15056|BRAF-HUMAN,0.0634678,0.125605,0.187743,0.19662,0.232127,0.312018,0.347525,0.00454449423890225,0.00852763153783428,0.000000343462064449467,0.000000982949626408608,0.0403845,0.00147151,-0.0374415,-0.0430005,-0.0652365,-0.115267,-0.137503,0.0670014371495197,0.29266710182649,,
FABP4,sp|P15090|FABP4-HUMAN,0.0157852,0.0080703,0.000355357,-0.000746779,-0.00515532,-0.0150745,-0.0194831,0.883404868879129,0.904896278153127,0.470461755114305,0.50680974617512,-0.215818,-0.132117,-0.048416,-0.0364588,0.0113703,0.118986,0.166815,0.119623089671227,0.393242249503881,,
SLC33A1,sp|O00400|ACATN-HUMAN,0.165525,0.281613,0.3977,0.414284,0.480619,0.629875,0.69621,0.000457687501734871,0.00105324094172629,0.000000848184698391028,0.00000228020731891069,-0.0438805,-0.011294,0.0212925,0.0259477,0.0445686,0.0864655,0.105086,0.287291491612778,0.614009650583355,,
ANPEP,sp|P15144|AMPN-HUMAN,-0.663185,-0.360527,-0.0578701,-0.0146334,0.158314,0.547444,0.720391,0.0000000000251706121852984,0.000000000464196429921273,0.00000543380785039376,0.0000130177038681426,-0.0074791,0.0312403,0.0699597,0.0754911,0.0976165,0.147399,0.169524,0.230242888525943,0.552307407673705,,
PVR,sp|P15151|PVR-HUMAN,-0.267227,0.0348093,0.336846,0.379994,0.552586,0.940918,1.11351,0.000000000854609517668362,0.00000000867880436389864,0.0000000000000236474578235512,0.000000000000383896493998179,-0.462567,-0.470916,-0.479264,-0.480456,-0.485227,-0.49596,-0.500731,0.820533798554099,0.944216463707238,,
GSPT1,sp|P15170-3|ERF3A-HUMAN,0.127885,0.0852226,0.0425605,0.0364659,0.0120875,-0.0427639,-0.0671423,0.000143768731069427,0.000367431116738135,0.0000000649975886967537,0.000000209780456903313,0.157254,0.162715,0.168176,0.168956,0.172077,0.179098,0.182219,0.59019765336805,0.839628711776699,,
B4GALT1,sp|P15291|B4GT1-HUMAN,0.128237,0.138005,0.147773,0.149169,0.154751,0.16731,0.172891,0.582860023206654,0.638838972303407,0.000000258047229230103,0.000000753945976150438,0.0846026,0.0134974,-0.0576078,-0.0677657,-0.108397,-0.199818,-0.24045,0.000297417466642682,0.0100814279428548,,
EZR,sp|P15311|EZRI-HUMAN,0.159924,0.135217,0.110509,0.106979,0.0928608,0.0610939,0.0469753,0.52460852245115,0.585076824567253,0.00103030566611991,0.0017609728539929,-0.162404,-0.195905,-0.229405,-0.234191,-0.253334,-0.296406,-0.315549,0.3916258609424,0.705005428932325,,
ATF2,sp|P15336|ATF2-HUMAN,0.391247,0.250846,0.110444,0.090387,0.0101577,-0.170358,-0.250588,0.0163760427685535,0.0272225509949219,0.0219056844953093,0.0303064241157159,-0.225676,-0.14219,-0.0587044,-0.0467779,0.000928237,0.108267,0.155973,0.144483150569166,0.433650829498317,,
UCHL3,sp|P15374|UCHL3-HUMAN,0.255631,0.335494,0.415357,0.426766,0.472402,0.575082,0.620718,0.001385771888998,0.00290347707076813,0.000000000000010200974099187,0.000000000000191185329610982,-0.099962,-0.145635,-0.191309,-0.197834,-0.223933,-0.282656,-0.308755,0.0559003754659733,0.265981482080495,,
FOSL2,sp|P15408|FOSL2-HUMAN,0.838085,0.490267,0.14245,0.0927616,-0.105991,-0.553185,-0.751938,0.0000146188266360098,0.0000459755117362369,0.00718202821781569,0.0107841527758473,-0.104768,-0.20342,-0.302072,-0.316166,-0.372538,-0.499377,-0.55575,0.260120860233976,0.5871356957529,,
CD46,sp|P15529-2|MCP-HUMAN,-0.576498,-0.506043,-0.435588,-0.425523,-0.385264,-0.294679,-0.254419,0.0223090731559977,0.0359762090890967,0.00000000133685186696575,0.00000000590378882437315,0.0875378,0.11447,0.141401,0.145249,0.160638,0.195265,0.210654,0.369149937521181,0.686830422494513,,
CD46,sp|P15529|MCP-HUMAN,-0.551305,-0.474208,-0.397111,-0.386097,-0.342041,-0.242916,-0.198861,0.0818304634282103,0.115250265819555,0.0124545647788144,0.0180146732275211,-0.243227,-0.175524,-0.107821,-0.0981489,-0.0594614,0.0275853,0.0662727,0.0941321731900424,0.350213099296435,,
WASL,sp|O00401|WASL-HUMAN,-0.133301,-0.0875214,-0.0417416,-0.0352016,-0.00904174,0.049818,0.0759778,0.0138124406114238,0.0234298224573103,0.00326006828370617,0.00517402575629166,0.103469,0.0998628,0.0962569,0.0957418,0.0936813,0.0890451,0.0869846,0.840109815407248,0.950051455838815,,
NME1,sp|P15531-2|NDKA-HUMAN,0.0419197,0.0180888,-0.00574216,-0.00914658,-0.0227642,-0.053404,-0.0670217,0.694411975262506,0.740945461516781,0.487292297259685,0.522951535460636,0.0871709,-0.00549269,-0.0981563,-0.111394,-0.164345,-0.283484,-0.336434,0.134210106136852,0.417809381731233,,
NQO1,sp|P15559|NQO1-HUMAN,-0.287901,-0.154765,-0.0216287,-0.00260922,0.0734685,0.244644,0.320721,0.0000383907955749051,0.000111007063655127,0.00554292964311147,0.00847758405027879,0.106097,0.119608,0.133119,0.135049,0.14277,0.160141,0.167862,0.637173300302044,0.862792962527655,,
GNS,sp|P15586|GNS-HUMAN,-0.691527,-0.236681,0.218165,0.283143,0.543055,1.12786,1.38777,0.000000000658580429204405,0.00000000702866914084932,0.00000000000134350975288085,0.0000000000120628076254277,-0.729417,-0.741734,-0.75405,-0.75581,-0.762848,-0.778684,-0.785722,0.822193761261497,0.944530115942865,,
HIVEP1,sp|P15822|ZEP1-HUMAN,0.586412,0.510909,0.435406,0.42462,0.381475,0.2844,0.241255,0.0996475219060998,0.137264684717082,0.323047964273947,0.361595688100275,0.301933,0.321079,0.340224,0.342959,0.3539,0.378516,0.389456,0.711018294138683,0.899108569700054,,
RPS2,sp|P15880|RS2-HUMAN,0.311312,0.216846,0.12238,0.108885,0.0549047,-0.0665516,-0.120532,0.00000302571169214096,0.000011048377974042,0.00290775900547326,0.00465108754487081,0.245352,0.21756,0.189769,0.185798,0.169917,0.134185,0.118304,0.113059750727332,0.380344385792314,,
CHN1,sp|P15882|CHIN-HUMAN,-0.0288165,-0.0948867,-0.160957,-0.170395,-0.20815,-0.293097,-0.330852,0.00133214228206024,0.00280193521507241,0.0000000000010169318517265,0.00000000000952960224061997,0.111282,0.170532,0.229782,0.238246,0.272103,0.348282,0.382139,0.00367296830018358,0.0547147668755942,,
ST6GAL1,sp|P15907|SIAT1-HUMAN,-0.49349,-0.26474,-0.0359896,-0.00331105,0.127403,0.421511,0.552225,0.237346421983615,0.295872834542506,0.74721962449416,0.767529481726708,0.0866713,0.12486,0.163049,0.168505,,,,0.935074601820107,0.981010648216496,,
RPA2,sp|P15927-3|RFA2-HUMAN,0.389262,0.145772,-0.0977184,-0.132503,-0.27164,-0.584698,-0.723836,0.000000419883949486979,0.00000185695438763522,0.00000188034832620306,0.00000480030230230299,0.550895,0.446361,0.341826,0.326893,0.267159,0.132758,0.0730242,0.0120016073743572,0.111559295966682,,
COX7C,sp|P15954|COX7C-HUMAN,0.0207001,0.0475132,0.0743263,0.0781567,0.0934784,0.127952,0.143274,0.547005926659444,0.605951663830699,0.0364211755898334,0.0486019768616286,-0.358582,-0.274817,-0.191051,-0.179085,-0.131219,-0.0235204,0.0243456,0.0668978440197192,0.292491711572229,,
TIMP2,sp|P16035|TIMP2-HUMAN,-0.387898,-0.372613,-0.357329,-0.355145,-0.346411,-0.326759,-0.318025,0.686150035247685,0.733478956065257,0.00000000956543363138205,0.0000000360158691363715,0.261454,0.281606,0.301757,0.304636,0.316151,0.34206,0.353575,0.596215594782733,0.841890298987124,,
IPO5,sp|O00410-3|IPO5-HUMAN,0.385001,0.291201,0.197401,0.184001,0.130401,0.00980033,-0.0437998,0.0000000493606143660518,0.000000279750599305079,0.00000000173250494831003,0.00000000745818306646443,-0.0124103,-0.0377216,-0.0630329,-0.0666488,-0.0811124,-0.113656,-0.128119,0.0717315692865239,0.301750365141897,,
CD44,sp|P16070|CD44-HUMAN,-0.368884,-0.126406,0.116072,0.150712,0.289271,0.601028,0.739587,0.00000000158107269899194,0.0000000145499714145756,0.000000513820658655042,0.00000142709044983679,0.0114602,0.0045263,-0.00240756,-0.00339812,-0.00736032,-0.0162753,-0.0202375,0.819182417111553,0.944216463707238,,
NQO2,sp|P16083|NQO2-HUMAN,-0.0727333,0.0152786,0.10329,0.115864,0.166156,0.279314,0.329607,0.0000715297637982296,0.000195083097303601,0.000000549888175719479,0.00000151902901986498,-0.100667,-0.104851,-0.109035,-0.109633,-0.112024,-0.117403,-0.119794,0.832545400612497,0.947575410953917,,
H2AFX,sp|P16104|H2AX-HUMAN,0.14836,-0.151071,-0.450501,-0.493277,-0.66438,-1.04936,-1.22047,0.0274334000510144,0.0433156475805486,0.0250377281149866,0.0343101338903688,0.533042,0.396547,0.260053,0.240554,0.162557,-0.012936,-0.0909328,0.303502450637813,0.628051188808633,,
CBR1,sp|P16152|CBR1-HUMAN,-0.218728,-0.0649034,0.0889211,0.110896,0.198796,0.39657,0.48447,0.00000000427184255108732,0.0000000336097782965667,0.0000157825501046839,0.0000353230326493423,-0.049603,-0.0243777,0.000847533,0.00445114,0.0188656,0.0512981,0.0657125,0.214424372224782,0.535538227596077,,
ANK1,sp|P16157-14|ANK1-HUMAN,-0.376745,-0.135859,0.105028,0.139441,0.27709,0.586802,0.724451,0.0458596532471453,0.0684369416721034,0.087031233242742,0.108580030000179,,,,,0.0115468,-0.249248,-0.365157,0.49456833708625,0.782641264480208,,
CREB1,sp|P16220|CREB1-HUMAN,0.219813,-0.00306674,-0.225947,-0.257787,-0.385147,-0.671707,-0.799067,0.000463153117745435,0.0010644902539209,0.0297604115392251,0.0402376473318468,0.331766,0.225398,0.119031,0.103835,0.0430538,-0.0937047,-0.154486,0.156598034395585,0.45365707670804,,
PDGFRA,sp|P16234|PGFRA-HUMAN,-0.391167,-0.641276,-0.891384,-0.927114,-1.07003,-1.3916,-1.53452,0.00000151123665861991,0.00000591724553254104,1.05611636832931e-17,6.36499936755856e-16,0.610747,0.598443,0.58614,0.584383,0.577352,0.561534,0.554504,0.778879488251915,0.928373255745466,,
SLC25A16,sp|P16260|GDC-HUMAN,0.35857,0.321911,0.285253,0.280016,0.259069,0.211937,0.190989,0.124627035901238,0.167227284348852,0.0000000000232016660394784,0.000000000150936887265359,-0.102288,-0.164939,-0.227591,-0.236541,-0.272342,-0.352893,-0.388694,0.0112395006657823,0.106405991415994,,
PPP3CB,sp|P16298-4|PP2BB-HUMAN,0.0502068,0.0798126,0.109418,0.113648,0.130566,0.16863,0.185548,0.084172065390103,0.11826155949446,0.0397831457866269,0.0528055833163216,-0.0195732,-0.000612344,0.0183485,0.0210572,0.031892,0.0562702,0.067105,0.264845880583403,0.591318127084639,,
GCFC2,sp|P16383|GCFC2-HUMAN,0.39702,0.276281,0.155543,0.138294,0.0693009,-0.0859343,-0.154928,0.000408209785433964,0.000950051093257592,0.0888463331245514,0.110634981464077,0.116489,0.0852317,0.0539747,0.0495094,0.0316483,-0.00853931,-0.0264005,0.320940136650352,0.644987681383709,,
POLRMT,sp|O00411|RPOM-HUMAN,-0.068797,-0.258883,-0.448969,-0.476124,-0.584745,-0.829141,-0.937762,0.00028560621832123,0.000688336366738123,0.00000192725145644006,0.00000491459780968855,0.234447,0.239237,0.244027,0.244711,0.247449,0.253607,0.256344,0.922367153273021,0.977097927706369,,
HIST1H1B,sp|P16401|H15-HUMAN,0.6241,0.046592,-0.530916,-0.613417,-0.943421,-1.68593,-2.01594,0.000000348184743054414,0.00000156927290173026,0.00000179787044139451,0.0000046012110297249,0.447533,0.367236,0.286939,0.275468,0.229584,0.126345,0.080461,0.391946347165478,0.705005428932325,,
HIST1H1D,sp|P16402|H13-HUMAN,0.369692,-0.225603,-0.820897,-0.905939,-1.24611,-2.01149,-2.35165,0.0000000289389434584738,0.000000174040824842638,0.00000000158273470298177,0.0000000068873981577135,0.21542,0.229578,0.243736,0.245758,0.253848,0.272051,0.280141,0.867606285078997,0.95902631919365,,
HIST1H1C,sp|P16403|H12-HUMAN,0.0979325,-0.492284,-1.0825,-1.16682,-1.50408,-2.26293,-2.6002,0.000000255833273222493,0.00000119930788631653,0.0000000018768830179586,0.00000000801608999934982,-0.321413,-0.177287,-0.0331602,-0.0125707,0.0697873,0.255093,0.337451,0.123666885733809,0.400960743091229,,
FER,sp|P16591|FER-HUMAN,0.191564,0.150241,0.108918,0.103015,0.0794019,0.0262724,0.00265928,0.080714746067218,0.113785456885158,0.124604565046456,0.150943075971278,-0.000685968,0.0015727,0.00383136,0.00415403,0.00544469,0.00834869,0.00963936,0.940127546752108,0.983017270587997,,
CPE,sp|P16870|CBPE-HUMAN,-0.568812,-0.595686,-0.62256,-0.626399,-0.641755,-0.676307,-0.691663,0.560251292055282,0.617582446388734,0.00000000000195393059139383,0.0000000000168384990497593,0.0689628,0.231825,0.394687,0.417953,0.511017,0.720411,0.813475,0.00112931486700609,0.0252752727880174,,
IL7R,sp|P16871|IL7RA-HUMAN,-0.0211871,-0.213164,-0.405141,-0.432566,-0.542267,-0.789094,-0.898795,0.00206587634193534,0.00417293444665624,0.00000438349315967879,0.0000106285012951349,0.386467,0.404036,0.421605,0.424115,0.434155,0.456744,0.466784,0.81288853733224,0.943204379355805,,
FAH,sp|P16930|FAAA-HUMAN,-0.197826,0.0097017,0.217229,0.246876,0.365463,0.632285,0.750872,0.00000000152909465418954,0.0000000141706349811877,0.00000000168426593483095,0.0000000072674853463155,-0.099357,-0.0918246,-0.0842923,-0.0832162,-0.078912,-0.0692276,-0.0649233,0.771432381018142,0.925756919175841,,
STMN1,sp|P16949|STMN1-HUMAN,-0.298071,-0.308182,-0.318294,-0.319738,-0.325516,-0.338516,-0.344294,0.819867812472713,0.849820267402303,0.000247542791296347,0.000465930205867242,-0.189527,-0.0769407,0.0356451,0.0517288,0.116064,0.260817,0.325151,0.0155697847647003,0.129008289432413,,
YBX3,sp|P16989|YBOX3-HUMAN,-0.15845,-0.162409,-0.166369,-0.166934,-0.169197,-0.174288,-0.176551,0.969589226436154,0.974769107824659,0.217862702237835,0.25228079584768,-0.339202,-0.426771,-0.51434,-0.52685,-0.57689,-0.689479,-0.739518,0.40370570593607,0.713819811013711,,
ZNF22,sp|P17026|ZNF22-HUMAN,0.312294,-0.111429,-0.535153,-0.595685,-0.837812,-1.3826,-1.62473,0.00000000793684144216042,0.0000000572209655497743,0.0000000000307408139368365,0.000000000194417726551145,0.0699126,0.159159,0.248404,0.261154,0.312152,0.426896,0.477894,0.107457083726358,0.373471136940342,,
EEF2K,sp|O00418|EF2K-HUMAN,-0.171617,-0.207204,-0.242791,-0.247875,-0.268211,-0.313965,-0.334301,0.176086377961413,0.227376066542808,0.0000000106520657925535,0.0000000397180342390359,-0.0758073,0.0188649,0.113537,0.127062,0.18116,0.302881,0.35698,0.00083247505041737,0.0203075461372978,,
ZKSCAN1,sp|P17029|ZKSC1-HUMAN,-0.0704818,-0.132711,-0.19494,-0.20383,-0.23939,-0.319399,-0.354959,0.144556157914679,0.19085800860986,0.00690916233786552,0.0103981370846186,0.0605633,0.0940414,0.127519,0.132302,0.151432,0.194476,0.213606,0.542027509689274,0.81333652863608,,
ZNF28,sp|P17035|ZNF28-HUMAN,,0.827249,0.122201,0.0214804,,,,0.453737990183934,0.517574944836895,0.247443534317539,0.283262176280823,,-1.13768,-0.697519,-0.634638,-0.383115,0.182813,0.434336,0.133640377750557,0.416880217604156,,
RHOQ,sp|P17081|RHOQ-HUMAN,-0.313929,-0.0759612,0.162007,0.196002,0.331984,0.637943,0.773925,0.000000162795193177003,0.000000804897842512143,0.000000000145656894245067,0.000000000785439895809218,-0.312921,-0.345806,-0.378691,-0.383389,-0.40218,-0.44446,-0.463252,0.376268896212273,0.69257420901,,
HMGA1,sp|P17096|HMGA1-HUMAN,-0.139281,-0.259555,-0.37983,-0.397012,-0.465741,-0.62038,-0.689108,0.277568877926285,0.339046578799613,0.496602182755574,0.531596090920496,0.0282239,-0.0468007,-0.121825,-0.132543,-0.175414,-0.271875,-0.314746,0.49795547171665,0.784231501398396,,
TMEM11,sp|P17152|TMM11-HUMAN,-0.190324,-0.14231,-0.0942951,-0.0874359,-0.059999,0.00173397,0.0291708,0.187379079141188,0.240042024001235,0.0583955276666638,0.0752151362780147,-0.0257348,-0.0870658,-0.148397,-0.157158,-0.192205,-0.271059,-0.306105,0.0961716893117325,0.354011635586222,,
IFNAR1,sp|P17181|INAR1-HUMAN,-0.112145,-0.16666,-0.221175,-0.228963,-0.260114,-0.330205,-0.361357,0.197835528979687,0.251411440562527,0.000123947322828789,0.0002429673179856,0.298737,0.255652,0.212568,0.206413,0.181793,0.126398,0.101778,0.308841015442597,0.632990220803775,,
ITGA2,sp|P17301|ITA2-HUMAN,-0.123617,-0.0658331,-0.00804907,0.000205791,0.0332252,0.107519,0.140538,0.181542543886852,0.233505900011252,0.0916907489548045,0.113915440058239,0.195753,0.117592,0.0394302,0.0282643,-0.0163994,-0.116893,-0.161556,0.0749599230440292,0.308765125511533,,
UBTF,sp|P17480|UBF1-HUMAN,0.277897,0.0031069,-0.271684,-0.310939,-0.467962,-0.821265,-0.978288,0.000000000023341622497182,0.000000000439251226625541,0.00000000000000518381924113489,0.000000000000107900670931162,0.343171,0.355183,0.367195,0.368911,0.375775,0.391218,0.398082,0.678182792708897,0.882452805734509,,
HOXB6,sp|P17509|HXB6-HUMAN,-0.170077,-0.315452,-0.460827,-0.481595,-0.564666,-0.751577,-0.834648,0.0135672075683153,0.0230477562615025,0.000000154292805194356,0.000000468466893874598,0.305525,0.31568,0.325834,0.327285,0.333087,0.346143,0.351946,0.840965923532929,0.950051455838815,,
JUND,sp|P17535|JUND-HUMAN,0.474274,0.11097,-0.252334,-0.304235,-0.511837,-0.978943,-1.18655,0.0000000964376301369102,0.000000509016249280165,0.000000111256551638908,0.000000346118982004847,0.119659,0.156293,0.192927,0.19816,0.219094,0.266195,0.287129,0.506338025205035,0.789206039624007,,
EML1,sp|O00423-3|EMAL1-HUMAN,-0.465251,-0.351274,-0.237297,-0.221014,-0.155884,-0.0093423,0.0557875,0.0000192796609273108,0.0000591409691985139,0.000000404045696653764,0.00000114285440762097,0.0770169,0.091082,0.105147,0.107156,0.115194,0.133277,0.141315,0.547967731570136,0.816417911263245,,
ATF7,sp|P17544|ATF7-HUMAN,0.395263,0.132665,-0.129934,-0.167448,-0.317505,-0.655132,-0.805188,0.000000000319172578419379,0.00000000384215449817897,0.0000000012146306059498,0.00000000542115625240229,0.247265,0.232886,0.218507,0.216453,0.208237,0.18975,0.181533,0.639924580224146,0.864360807059561,,
NDUFB7,sp|P17568|NDUB7-HUMAN,-0.157947,-0.0393901,0.0791671,0.0961039,0.163851,0.316282,0.384029,0.243262166843504,0.302429613113652,0.262103877836697,0.298635840545185,-0.308661,-0.270268,-0.231875,-0.22639,-0.204451,-0.155088,-0.133149,0.704334248016449,0.895639580359246,,
CEBPB,sp|P17676|CEBPB-HUMAN,0.0458514,-0.0639349,-0.173721,-0.189405,-0.25214,-0.393294,-0.456029,0.000577888248564351,0.00130254400880271,0.000000504192832716088,0.00000140246217510559,-0.129231,-0.040911,0.0474094,0.0600266,0.110495,0.22405,0.274519,0.00456066224809246,0.0617531080611756,,
GAP43,sp|P17677-2|NEUM-HUMAN,0.699554,0.581568,0.463581,0.446726,0.379305,0.227608,0.160187,0.213764057970907,0.269204913759865,0.000695379415751779,0.0012167160517357,-0.458446,-0.536693,-0.61494,-0.626118,-0.670831,-0.771435,-0.816147,0.475528239321965,0.769136273423582,,
PTPN2,sp|P17706|PTN2-HUMAN,0.0995757,0.0139723,-0.0716312,-0.0838602,-0.132777,-0.242838,-0.291754,0.0000152716191472192,0.0000477840516309834,0.00000361307123997642,0.0000088442075667169,0.0314539,0.0444475,0.057441,0.0592972,0.0667221,0.083428,0.0908529,0.453577989663983,0.753453788450154,,
CTPS1,sp|P17812|PYRG1-HUMAN,0.137913,0.142713,0.147512,0.148198,0.15094,0.157111,0.159854,0.786235451090113,0.822048595254025,0.0912773334277901,0.113462967314324,0.122565,0.101458,0.0803506,0.0773353,0.065274,0.038136,0.0260747,0.239595977815405,0.563313235960185,,
ENG,sp|P17813|EGLN-HUMAN,0.248917,0.159083,0.0692494,0.056416,0.00508226,-0.110419,-0.161752,0.000909371467815483,0.00197394404536878,0.306328628510336,0.344680449480636,0.0941354,0.0530809,0.0120265,0.00616155,-0.0172981,-0.0700825,-0.0935422,0.108086531093704,0.374013626833743,,
PFKL,sp|P17858-2|PFKAL-HUMAN,-0.161271,-0.0147277,0.131815,0.15275,0.236489,0.424902,0.508641,0.00000000801844605130324,0.0000000576740179711913,0.0000000000333192906624046,0.000000000208828027997065,-0.205841,-0.19847,-0.191098,-0.190045,-0.185833,-0.176355,-0.172143,0.708430407993061,0.897806046193514,,
GM2A,sp|P17900|SAP3-HUMAN,-0.708186,-0.239965,0.228257,0.295145,0.5627,1.1647,1.43225,0.00000307532661743186,0.0000112173998177766,0.000000151964617606355,0.000000462006508060732,-0.984047,-0.89413,-0.804213,-0.791368,-0.739987,-0.62438,-0.572999,0.296436720504927,0.620494475907288,,
IGFBP3,sp|P17936-2|IBP3-HUMAN,-0.29902,-0.268241,-0.237462,-0.233065,-0.215477,-0.175904,-0.158316,0.56891659850069,0.625638635035762,0.00157221314985198,0.0026239597203231,0.254135,0.244028,0.233922,0.232478,0.226703,0.213708,0.207933,0.851988690736816,0.952842658251569,,
IGF2BP3,sp|O00425|IF2B3-HUMAN,-0.125494,-0.134384,-0.143275,-0.144545,-0.149626,-0.161057,-0.166137,0.530097550322767,0.589985457033945,0.000000000000117933791970851,0.00000000000151880935162461,0.21987,0.226141,0.232413,0.233309,0.236893,0.244956,0.24854,0.658857102121764,0.873797020575526,,
FLT1,sp|P17948|VGFR1-HUMAN,-0.933803,-1.05254,-1.17127,-1.18823,-1.25608,-1.40873,-1.47658,0.115620841123071,0.156693088770699,0.0000000000387655624255142,0.000000000239719470417982,0.209,0.342728,0.476457,0.495561,0.571977,0.743914,0.82033,0.055733202576629,0.265792471382185,,
PSMC3,sp|P17980|PRS6A-HUMAN,0.132143,0.132746,0.13335,0.133436,0.13378,0.134556,0.134901,0.942345541556577,0.95319967515283,0.00000000000360766704424617,0.0000000000289776113371027,-0.00826926,-0.0312273,-0.0541854,-0.0574651,-0.070584,-0.100102,-0.11322,0.00914818428642734,0.0942532323307531,,
TCP1,sp|P17987|TCPA-HUMAN,0.0483346,0.0759939,0.103653,0.107605,0.12341,0.158972,0.174777,0.0882207419736497,0.123273747801034,0.000442377542994651,0.000802037617765174,0.0366852,0.0143807,-0.00792388,-0.0111102,-0.0238557,-0.052533,-0.0652784,0.168023945789591,0.471201964262749,,
IGFBP2,sp|P18065|IBP2-HUMAN,-0.0837282,-0.248061,-0.412393,-0.435869,-0.529773,-0.741058,-0.834962,0.00929798707908483,0.0163588511460105,0.0000000348717985569462,0.000000117871280972728,0.821464,0.693284,0.565104,0.546792,0.473546,0.308743,0.235497,0.0396236181797798,0.219177794382573,,
ERCC2,sp|P18074|ERCC2-HUMAN,0.197697,0.125188,0.052678,0.0423195,0.000885364,-0.0923413,-0.133775,0.000214280361415138,0.000527604596157274,0.000000545581252670764,0.00000150758307787747,0.107409,0.150445,0.19348,0.199628,0.22422,0.279552,0.304143,0.0199089214868506,0.148527641610234,,
RPL35A,sp|P18077|RL35A-HUMAN,-0.179123,-0.187909,-0.196695,-0.19795,-0.202971,-0.214267,-0.219288,0.814825336291312,0.845353783296826,0.117512042854843,0.142952314929355,-0.12407,-0.0889791,-0.0538882,-0.0488752,-0.0288233,0.0162936,0.0363455,0.354596532852985,0.675984004431957,,
